id,inventory_id,price,delivery_charge,name,country,hyperlink
1,11,142.99,0.00,amazon.de,Germany,https://www.amazon.de/dp/B0C9HNQHM2?ref=cm_sw_r_cso_cp_apan_dp_YHFCFQXM3NZ184VFW66V&social_share=cm_sw_r_cso_cp_apan_dp_YHFCFQXM3NZ184VFW66V
